numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
1951,Denise Woods,Janice Hale-Jones,NBLH48067776831197,8,0.3978981822,0.0,2007-02-05T00:00:00,96,15960.0,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,12210390.0,766760.0,12451455.0,11684694.0,0.0,1698562.0,3364818.0,6941291.0,2442933.0,12.0,4498358.0,2003.0,Acima de 17 anos,100000.0,False,False,1.0,162500.0,2020-05-11T13:35:03
1989,Margaret Jones,Paul Fuller-Patel,HRQR75558519638875,9,0.3790929939,0.0,2009-12-11T00:00:00,0,0.0,225000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784429,150000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,2475880.0,414100.0,2516739.0,2102638.0,0.0,881955.0,811059.0,8582943.0,3808420.0,12.0,4774523.0,2003.0,Acima de 17 anos,150000.0,False,False,1.0,774069.0,2020-05-12T12:38:42
2025,Mr. Derek Carpenter,Kelly Harrison,HUXC51564775706798,64,0.3967381275,0.0,2006-06-01T00:00:00,79,90626.5,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.866025403784439,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,10482778.0,7769243.0,12774152.0,3127679.0,0.0,3010429.0,2548022.0,21492072.0,8508761.0,12.0,12983311.0,2000.0,Acima de 17 anos,40000.0,False,False,1.0,664111.0,2020-05-12T21:28:12
2089,Dr. Karl Webster,Harry Robinson,CQFL28442892468834,8,0.4523612213,0.0,2007-08-29T00:00:00,41,767078.27,1600000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.89895028654329,600000.0,2020-05-15T13:47:21,2019-12-31T03:00:00,16351166.0,12005993.0,17837929.0,5831936.0,0.0,4768396.0,5769797.0,25038845.0,12392520.0,8.0,12646325.0,1990.0,Acima de 17 anos,260000.0,False,False,0.9370702299,152000.0,2020-02-03T20:57:33
2107,Katy James-Haynes,Michelle Walker-Brooks,RRII53336597568998,3,0.3123170713,0.0,2018-04-16T00:00:00,0,0.0,70000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,70000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,24709929.0,3894602.0,28680640.0,24785638.0,0.0,9795202.0,14113458.0,31519757.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,54000.0,False,False,1.0,4860.0,2020-05-15T19:49:52
2111,Shaun Haynes,Dylan Ahmed,LYAR73802403270290,21,0.2811332533,0.0,2010-12-16T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-1.2e-15,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,3813604.0,1036364.0,3830001.0,2061973.0,0.0,917597.0,2895286.0,2426522.0,765135.0,12.0,1661387.0,2009.0,De 11 a 16 anos,700000.0,False,False,1.0,551113.0,2020-05-18T17:15:14
2131,Sean Cox-Parsons,Lynne Alexander-Hill,AZWG08314036490509,3,0.4389350443,0.0,2017-07-31T00:00:00,0,42879.29,60000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,60000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,30236142.0,18458725.0,30795864.0,12288169.0,0.0,10495854.0,18287253.0,73827926.0,18224430.0,12.0,55603496.0,1993.0,Acima de 17 anos,100000.0,False,False,1.0,345000.0,2020-05-19T16:41:26
2146,Elliott Price-Davidson,Simon Begum-Ward,FMZG75960161902578,3,0.5376810295,0.0,2016-06-30T00:00:00,68,31059.15,200000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,200000.0,2020-02-05T19:14:37,2019-08-31T03:00:00,3494490.0,1265213.0,3622898.0,2310579.0,0.0,348963.0,3008670.0,17591660.0,6299783.0,8.0,11291877.0,2014.0,De 6 a 10 anos,1000000.0,False,False,1.0,1832457.0,2020-05-19T20:46:35
2150,Ryan Dunn,Hilary Brown-Wells,VZXG04871389459677,9,0.3626761259,0.0,2013-08-07T00:00:00,33,7682.99,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,4473578.0,562601.0,4822920.0,3999662.0,0.0,2686067.0,0.0,5150870.0,2923649.0,12.0,2227221.0,2013.0,De 6 a 10 anos,500000.0,False,False,1.0,261587.0,2020-05-19T18:58:55
2194,David Hill,Benjamin Norton,NYOL66606190833343,4,0.4855455589,0.0,2019-05-10T00:00:00,0,0.0,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,150000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,21450351.0,7367297.0,21585739.0,14218442.0,0.0,5584380.0,4226983.0,30541314.0,9880212.0,12.0,20661102.0,2012.0,De 6 a 10 anos,400000.0,False,False,1.0,716800.0,2020-05-20T18:40:19
2221,Mr. Callum Shaw,Sylvia Wilson,PJFO00778295358970,8,0.1677956894,0.0,2013-03-25T00:00:00,65,97342.26,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.211720506500133,80000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,3721491.0,1332062.0,3954907.0,2622845.0,0.0,1662003.0,683958.0,4979494.0,1859473.0,12.0,3120021.0,1989.0,Acima de 17 anos,400000.0,False,False,0.9919593816,218500.0,2020-05-21T19:15:05
2245,Bernard Burns,Peter Sutton,HGMY00748611802368,12,0.4274817554,0.0,2011-12-21T00:00:00,70,1005183.34,1500000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,1500000.0,2020-02-05T19:14:37,2020-04-30T03:00:00,28074087.0,9506982.0,32274979.0,22466956.0,0.0,21846691.0,0.0,22568218.0,7383915.0,4.0,15184303.0,2010.0,De 6 a 10 anos,2000000.0,False,False,1.0,4371321.0,2020-05-22T18:27:01
2246,Matthew Jones-Harrison,Albert Crawford,BVGM48853278977443,234,0.3700948127,0.0,2006-02-23T00:00:00,95,564565.41,1100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,1100000.0,2020-02-05T19:14:37,2019-04-30T03:00:00,41349153.0,19008239.0,45895093.0,21492863.0,0.0,23651729.0,12899620.0,369893887.0,10943772.0,4.0,26452773.0,2003.0,Acima de 17 anos,2000000.0,False,False,1.0,12291072.0,2020-05-22T16:11:17
2247,Dr. Guy Cook,Nigel Archer-Hicks,XBOU90485975657962,8,0.4727089922,0.0,2013-02-28T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,4e-16,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,60156667.0,7657273.0,61219436.0,53562162.0,0.0,29280570.0,6757273.0,42267812.0,22675803.0,12.0,19592009.0,1993.0,Acima de 17 anos,50000.0,False,False,0.8644430654,1091250.0,2020-05-22T16:14:37
2248,Dr. Lynne Walker,Louis Cooper,POUO77525862894860,68,0.4859188493,0.0,2010-10-14T00:00:00,44,154383.77,1000000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,750000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,26894007.0,6689798.0,30966825.0,24277024.0,0.0,5450329.0,11652743.0,56461757.0,22665221.0,12.0,33796536.0,1990.0,Acima de 17 anos,700000.0,True,False,1.0,3977055.0,2020-05-22T17:00:50
2281,Dr. Arthur Davison,Danielle Short,QKTR35396805294287,109,0.4675238032,0.0,2006-06-28T00:00:00,54,897034.57,1500000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.665807197969134,1500000.0,2020-05-25T15:21:01,2019-03-31T03:00:00,78618332.0,49147072.0,81720910.0,31208354.0,0.0,27342670.0,26897412.0,37122463.0,6471896.0,3.0,30650567.0,1992.0,Acima de 17 anos,10000000.0,False,False,0.9886222613,0.0,2020-02-03T20:57:33
2282,Christian Richardson,Zoe Vaughan-Turner,TYKY32411026579458,64,0.3667671775,0.0,2010-04-08T00:00:00,203,259359.83,1500000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866067862563484,1500000.0,2020-05-25T15:21:45,2019-03-30T03:00:00,78618332.0,49147072.0,81720910.0,31308354.0,0.0,27342670.0,26897412.0,37122463.0,6471896.0,3.0,30650567.0,2009.0,De 11 a 16 anos,10000000.0,False,False,0.9999930711,7920000.0,2020-02-03T20:57:33
2283,Dr. Guy Cook,Nigel Archer-Hicks,XBOU90485975657962,8,0.4727089922,0.0,2013-02-28T00:00:00,0,0.0,70000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,4e-16,70000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,60156667.0,7657273.0,61219436.0,53562162.0,0.0,29280570.0,6757273.0,42267812.0,22675803.0,12.0,19592009.0,1993.0,Acima de 17 anos,50000.0,False,False,0.8644430654,1091250.0,2020-05-25T18:32:21
2289,Miss Jayne Parsons,Darren Taylor-Allan,MHPX16868383156610,0,0.7220356377,0.0,2020-03-23T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,60000.0,2020-02-05T19:14:37,2109-12-31T03:00:00,8198221.0,13008508.0,9984078.0,3510185.0,0.0,270324.0,7248049.0,80404212.0,39475008.0,12.0,40929204.0,1998.0,Acima de 17 anos,450000.0,False,False,1.0,728240.0,2020-05-25T20:28:22
2340,Ms. Geraldine Singh,Sandra Anderson,IOIC59548014135224,4,0.2056178239,0.0,2017-01-31T00:00:00,0,0.0,120000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,120000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,4433096.0,2200921.0,4517091.0,2316169.0,0.0,1027255.0,2187761.0,8833287.0,2048222.0,12.0,6785065.0,2013.0,De 6 a 10 anos,587590.0,False,False,1.0,388500.0,2020-05-27T15:54:18
2344,Dr. Graeme Butler,Mohammed Cook,MUIG89897730094895,35,0.5988474046,0.0,2013-08-15T00:00:00,42,131000.0,300000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,150000.0,2020-05-28T14:33:50,2019-12-31T03:00:00,4285914.0,2091504.0,15041556.0,12950051.0,0.0,3228053.0,1055863.0,24566802.0,12361666.0,12.0,12205136.0,2010.0,De 6 a 10 anos,1000000.0,True,False,1.0,431765.0,2020-02-03T20:57:33
2397,Dr. Leslie Brown,Mr. Robert Chambers,QBJN87684236973923,0,0.0,0.0,2020-05-28T03:00:00,0,0.0,1000000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,700000.0,2020-05-28T17:59:42,2018-12-31T02:00:00,32751000.0,9958000.0,0.0,4089000.0,0.0,0.0,0.0,19930000.0,18722000.0,12.0,1208000.0,2013.0,De 6 a 10 anos,100000.0,False,False,0.0,1872280.0,2020-02-03T20:57:33
2412,Robert Gray,Yvonne Green,JNPG85281905421097,18,0.5157703658,0.0,2019-10-31T00:00:00,16,49896.0,400000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,400000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,818478000.0,49943000.0,1768742000.0,1116493000.0,0.0,161666000.0,0.0,1808539000.0,998174000.0,12.0,810365000.0,2008.0,De 11 a 16 anos,1400000.0,False,False,1.0,1172113.0,2020-05-28T20:18:35
2418,Harry Brooks,Lindsey Robinson,ZKXG66965585149294,4,0.410118929,0.0,2019-10-31T00:00:00,118,529820.0,500000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9285714285714284,0.0714285714285714,0.866025403784438,390000.0,2020-05-29T17:41:52,2019-12-31T03:00:00,11833814.0,7302151.0,12108532.0,4665598.0,0.0,6154334.0,5005128.0,9147814.0,1301860.0,12.0,7845954.0,2009.0,De 11 a 16 anos,10000.0,False,False,1.0,192400.0,2020-02-03T20:57:33
2448,Josephine Storey,Dr. Duncan Hudson,OHHN47856668444726,0,0.0,0.0,0020-05-28T03:06:00,0,0.0,1000000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,500000.0,2020-05-29T17:43:07,2019-12-31T03:00:00,4345363.0,4106484.0,6738012.0,2631527.0,0.0,1804196.0,0.0,9046276.0,3676928.0,12.0,5369348.0,2001.0,Acima de 17 anos,50000.0,False,False,0.0,425500.0,2020-02-03T20:57:33
2454,Roger Power,Danny Bell,SDAC44325134254964,15,0.3258347962,0.0,2008-12-09T00:00:00,61,87987.8,140000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.8928571428571428,0.1071428571428571,0.0,140000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,1547274.0,596942.0,1846246.0,1328037.0,0.0,547587.0,386829.0,4935489.0,1437971.0,12.0,3497518.0,2007.0,De 11 a 16 anos,900000.0,False,False,1.0,114000.0,2020-05-29T19:00:12
2461,Francis Hall,Michelle Bailey,VRHM81767454396247,43,0.0,0.0,2016-04-19T15:18:28,0,0.0,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.866025403784439,150000.0,2020-02-05T19:14:37,2018-12-31T02:00:00,4565815.0,337703.0,5841069.0,5503365.0,0.0,2411864.0,522761.0,10472589.0,0.0,12.0,0.0,1981.0,Acima de 17 anos,200000.0,False,False,0.0,1021603.0,2020-05-29T20:32:38
2531,Marian Cooke,Vanessa Davidson-Humphries,DRAM03676965985459,31,0.331470148,0.0,2013-12-16T00:00:00,8,18315.98,350000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,300000.0,2020-02-05T19:14:37,2019-09-30T03:00:00,13210464.0,5622060.0,13392493.0,7190866.0,0.0,11340921.0,1138110.0,15021048.0,4820208.0,9.0,10200840.0,2013.0,De 6 a 10 anos,50000.0,False,False,1.0,1023513.0,2020-06-03T18:22:32
2538,Carole Iqbal,Kerry Bowen,LNGE93053337229755,24,0.3574833249,0.0,2008-05-15T00:00:00,63,32680.39,420000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,5.8e-15,420000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,14283226.0,3451560.0,15229880.0,11778319.0,0.0,8005299.0,4989046.0,47530891.0,14780237.0,12.0,32750654.0,1988.0,Acima de 17 anos,2000000.0,False,False,0.9895547454,6237000.0,2020-06-03T18:45:56
2551,David Hill,Benjamin Norton,NYOL66606190833343,4,0.4855455589,0.0,2019-05-10T00:00:00,0,0.0,220000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,220000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,21450351.0,7367297.0,21585739.0,14218442.0,0.0,5584380.0,4226983.0,30541314.0,9880212.0,12.0,20661102.0,2012.0,De 6 a 10 anos,400000.0,False,False,1.0,716800.0,2020-06-04T15:26:13
2560,Sara Foster,Dean Price,IFOK15843566708440,64,0.4266519022,0.0,2006-07-07T00:00:00,64,1276462.66,800000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.902469772735951,600000.0,2020-06-05T15:00:23,2019-12-31T03:00:00,32111528.0,15506603.0,38920011.0,23156684.0,0.0,16287552.0,10820788.0,108249535.0,0.0,12.0,0.0,1995.0,Acima de 17 anos,2000000.0,False,False,0.9999303945,10833160.0,2020-02-03T20:57:33
2564,Tina Hobbs,Miss Suzanne Russell,JYLY58309642438239,245,0.2324136731,0.0,2012-05-30T00:00:00,0,0.0,160000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,160000.0,2020-06-05T14:58:38,2018-12-31T02:00:00,21127679.0,305643.0,24082649.0,23777006.0,0.0,13374655.0,3579986.0,19468648.0,9976978.0,12.0,9491670.0,2004.0,De 11 a 16 anos,500000.0,False,False,1.0,499500.0,2020-02-03T20:57:33
2580,Brenda Walker,Robin Howe-Quinn,IAXE85426118742469,10,0.3300473189,0.0,2009-11-10T00:00:00,18,10244.8,80000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-6.92e-14,80000.0,2020-02-05T19:14:37,2018-12-31T02:00:00,3037511.0,455952.0,3552815.0,3096863.0,0.0,261990.0,1480897.0,6785212.0,2329657.0,12.0,4455555.0,1986.0,Acima de 17 anos,140000.0,False,False,1.0,283500.0,2020-06-08T20:16:02
2584,Cheryl Johnson,Chelsea Kay-Sinclair,COZD54939108010752,4,0.3650411762,0.0,2009-05-27T00:00:00,56,13640.01,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,1472068.0,276465.0,1486000.0,1209534.0,0.0,334330.0,799733.0,4609943.0,2076261.0,12.0,2533682.0,2002.0,Acima de 17 anos,90000.0,False,False,1.0,129000.0,2020-06-08T20:22:05
2602,Ricky Jones,Dr. Alan Hughes,SRIH96591028416406,91,0.0,0.0,2006-06-26T15:16:06,0,0.0,1000000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.857845948957112,400000.0,2020-06-09T20:16:46,2019-12-31T03:00:00,16824762.0,2239479.0,18882820.0,16441174.0,0.0,8490428.0,4395779.0,31707660.0,8360944.0,12.0,23346716.0,1994.0,Acima de 17 anos,1000000.0,False,False,0.0,2763401.0,2020-02-03T20:57:33
2615,Elliott Price-Davidson,Simon Begum-Ward,FMZG75960161902578,3,0.5376810295,0.0,2016-06-30T00:00:00,68,31059.15,200000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,200000.0,2020-02-05T19:14:37,2019-08-31T03:00:00,3494490.0,1265213.0,3622898.0,2310579.0,0.0,348963.0,3008670.0,17591660.0,6299783.0,8.0,11291877.0,2014.0,De 6 a 10 anos,1000000.0,False,False,1.0,1832457.0,2020-06-10T14:33:56
2625,Ricky Jones,Dr. Alan Hughes,SRIH96591028416406,91,0.0,0.0,2006-06-26T15:16:06,0,0.0,600000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.857845948957112,600000.0,2020-06-10T16:55:13,2019-12-31T03:00:00,16824762.0,2239479.0,18882820.0,16441174.0,0.0,8490428.0,4395779.0,31707660.0,8360944.0,12.0,23346716.0,1994.0,Acima de 17 anos,1000000.0,False,False,0.0,2763401.0,2020-02-03T20:57:33
2645,Bethany Allen-Thomas,Dr. Kieran Morris,TVAI03236080886003,411,0.2932141791,0.0,2006-07-24T00:00:00,47,44094.17,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.8928571428571428,0.1071428571428571,-0.785408477489817,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,3773721.0,1016003.0,4152165.0,2746154.0,0.0,559833.0,1008522.0,9432304.0,3202198.0,12.0,6230106.0,1984.0,Acima de 17 anos,500000.0,False,False,0.8866584856,251600.0,2020-06-12T18:32:46
2655,Gordon Hartley,Joe Knight,FHUH71392041503586,24,0.4328727165,0.0,2015-09-17T00:00:00,15,49972.04,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.157465945371576,150000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,17884006.0,9660719.0,18332493.0,2398671.0,0.0,12647915.0,3471481.0,10354594.0,7029899.0,12.0,3324695.0,2012.0,De 6 a 10 anos,600000.0,False,False,0.9587531364,322589.0,2020-06-15T13:33:14
2671,Francis Hunter,Judith Roberts,VTBP28229782439478,4,0.2813948662,0.0,2016-01-06T00:00:00,51,54801.51,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,150000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,34119353.0,1917607.0,36924735.0,34992856.0,0.0,7585957.0,3375749.0,21236098.0,6275836.0,12.0,14960262.0,1992.0,Acima de 17 anos,1000000.0,False,False,1.0,3817196.0,2020-06-15T19:13:59
2681,Margaret Jones,Paul Fuller-Patel,HRQR75558519638875,9,0.3790929939,0.0,2009-12-11T00:00:00,0,0.0,200000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784429,150000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,2475880.0,414100.0,2516739.0,2102638.0,0.0,881955.0,811059.0,8582943.0,3808420.0,12.0,4774523.0,2003.0,Acima de 17 anos,150000.0,False,False,1.0,636456.0,2020-06-16T15:32:15
2696,Mr. Bryan Sykes,Ms. Melanie Finch,DCYU12834768810259,29,0.0,0.0,2019-12-05T11:54:46,0,0.0,200000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,200000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,293402000.0,187575000.0,386929000.0,164778000.0,0.0,127328000.0,91390000.0,671575000.0,188107000.0,12.0,483468000.0,2006.0,De 11 a 16 anos,288933700.0,False,False,0.0,23830848.0,2020-06-16T21:36:23
2767,Shannon Baker,Dennis Birch,MJRF14533662852711,3,0.0,0.0,2017-09-27T13:01:12,0,0.0,106000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-8.51e-14,106000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,61496945.0,399156.0,61584256.0,61185099.0,0.0,15286980.0,7128937.0,16689723.0,10389488.0,11.0,6300235.0,1988.0,Acima de 17 anos,400000.0,False,False,0.0,0.0,2020-06-19T18:49:42
2789,Graeme Wright,Shane Gardner,HZFB50457586709277,4,0.0,0.0,2018-01-26T10:34:50,0,0.0,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,196862186.0,43983974.0,230055153.0,168140504.0,0.0,64111437.0,97768624.0,421397565.0,170073140.0,12.0,251324425.0,1988.0,Acima de 17 anos,2790000.0,False,False,0.0,0.0,2020-06-22T18:06:43
2800,Stewart Smith,Ms. Carol Stevenson,LMYX91816699890771,5,0.6010166008,0.0,2014-02-18T00:00:00,0,0.0,250000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.866025405082641,250000.0,2020-02-05T19:14:37,2020-03-31T03:00:00,328778517.0,86495339.0,345824174.0,245430146.0,0.0,95497476.0,161516549.0,387672746.0,114177949.0,3.0,273494797.0,2004.0,De 11 a 16 anos,19000000.0,False,False,0.9999999763,0.0,2020-06-22T20:34:37
2835,Geoffrey Elliott,Alison Bibi-Singh,MZHJ91847458936204,8,0.2633394156,0.0,2016-11-03T00:00:00,0,0.0,180000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,180000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,7554770.0,3039812.0,8647185.0,5598953.0,0.0,3592403.0,548335.0,9930925.0,5182888.0,12.0,4748037.0,2005.0,De 11 a 16 anos,1000000.0,False,False,1.0,272000.0,2020-06-24T15:55:06
2842,Dr. Charlie Mahmood,Kevin O'Donnell,CBOR02474212875560,11,0.3468349625,0.0,2017-01-05T00:00:00,0,3428.52,60000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,60000.0,2020-02-05T19:14:37,2018-12-31T02:00:00,3142214.0,345323.0,3181529.0,2836205.0,0.0,1475050.0,143505.0,2909590.0,1772352.0,12.0,1137238.0,2010.0,De 6 a 10 anos,300000.0,False,False,0.6020376263,19800.0,2020-06-24T19:43:11
2843,Elliot Stephenson,Adrian Graham,LOVL82962402474134,43,0.2458177861,0.0,2006-07-10T00:00:00,27,6432.0,250000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.8928571428571428,0.1071428571428571,0.0,250000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,35228050.0,7755895.0,39151651.0,31395756.0,0.0,14448141.0,8112608.0,70195527.0,22686830.0,12.0,47508697.0,2000.0,Acima de 17 anos,1000000.0,False,False,1.0,9724201.0,2020-06-24T20:14:29
2849,Joanne Roberts,Mrs. Debra Holloway,RBMR45781118595526,20,0.214009057,0.0,2007-04-11T00:00:00,44,6825.0,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.879965431086517,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,4443609.0,680927.0,4668405.0,2868815.0,0.0,1894443.0,1354653.0,6313954.0,2269819.0,12.0,4044135.0,2007.0,De 11 a 16 anos,30000.0,False,False,0.9968862534,16280.0,2020-06-25T12:33:01
2855,Damian McDonald,Miss Nicola Smith,HAXQ61960999837183,5,0.5117253784,0.0,2019-04-30T00:00:00,18,87561.0,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,46181161.0,2253845.0,47673346.0,45419501.0,0.0,11155790.0,13026332.0,48433706.0,10181046.0,12.0,38252660.0,2010.0,De 6 a 10 anos,1200000.0,False,False,1.0,4565000.0,2020-06-25T13:04:07
2858,Jean Berry,Gregory Gould,NLUX93496216176463,4,0.3501754325,0.0,2007-07-02T00:00:00,102,208980.0,300000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,300000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,8856444.0,2130367.0,10461741.0,8331373.0,0.0,1051196.0,4208007.0,20332006.0,6565198.0,12.0,13766808.0,2000.0,Acima de 17 anos,120000.0,False,False,1.0,1536466.0,2020-06-25T14:13:32
2862,Ashleigh Allen-Ahmed,Laura Shaw-Turner,OQTP06350836010371,7,0.0,0.0,2010-04-22T15:18:40,0,0.0,75000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9285714285714284,0.0714285714285714,0.970428404275368,75000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,1671393.0,616009.0,1827620.0,981242.0,0.0,627189.0,548473.0,4584806.0,1990095.0,12.0,2594711.0,2009.0,De 11 a 16 anos,33000.0,False,False,0.0,192400.0,2020-06-25T17:11:19
