numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
5849,Josh Murray-Griffiths,Brandon Holden,SDOV26992411210865,0,0.6435493421,0.0,2020-07-31T00:00:00,0,0.0,200000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,200000.0,2020-02-05T19:14:37,2019-09-30T03:00:00,15364169.0,3487354.0,19295009.0,15796149.0,0.0,379910.0,14283618.0,11882879.0,1926885.0,9.0,9955994.0,2009.0,De 11 a 16 anos,800000.0,False,False,1.0,1280318.0,2020-10-23T17:40:39
7196,Katy Walker,Marian Dawson-Leonard,BUMM22579586111909,0,0.5012166693,0.0,2020-09-15T00:00:00,0,0.0,145000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,145000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,12069261.0,10407632.0,14369543.0,3959940.0,0.0,4220824.0,5356437.0,61923384.0,23377528.0,12.0,38545856.0,1988.0,Acima de 17 anos,6900.0,False,False,1.0,1761409.0,2020-12-11T13:06:22
